log_price,property_type,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,instant_bookable,number_of_reviews,review_scores_rating,bedrooms,beds,Chicago,DC,LA,NYC,SF
5.783825182329737,0,2,8,2.0,1,1,0,8,80.0,1.0,2.0,0,0,0,1,0
3.3672958299864737,16,1,1,1.5,4,0,1,4,90.0,1.0,1.0,0,0,1,0,0
5.135798437050261,0,1,2,2.0,4,1,1,1,100.0,1.0,1.0,0,0,0,1,0
5.1647859739235145,0,2,2,1.0,4,0,0,2,100.0,0.0,1.0,0,0,0,1,0
5.521460917862246,16,2,2,1.0,1,1,0,36,99.0,1.0,1.0,0,0,1,0,0
5.68697535633982,0,2,4,2.0,3,1,0,28,99.0,2.0,3.0,0,0,0,1,0
5.991464547107983,16,2,10,3.0,1,1,0,3,93.0,4.0,5.0,0,0,1,0,0
4.4188406077965965,0,2,4,1.0,3,1,0,126,91.0,1.0,2.0,0,0,1,0,0
3.7612001156935615,0,1,1,1.0,1,0,1,81,91.0,1.0,1.0,0,0,0,1,0
5.666426688112433,0,2,4,2.0,1,1,0,26,98.0,2.0,2.0,0,0,1,0,0
4.07753744390572,0,1,2,1.0,3,1,1,5,76.0,1.0,1.0,0,0,0,1,0
4.31748811353631,16,1,2,1.0,1,1,0,73,98.0,1.0,1.0,0,0,1,0,0
4.382026634673881,0,1,2,1.0,1,1,1,1,100.0,1.0,1.0,0,0,0,0,0
5.003946305945459,0,2,4,1.0,1,1,0,72,93.0,1.0,2.0,0,0,0,0,1
4.927253685157205,16,2,4,1.0,1,1,0,38,94.0,1.0,3.0,0,0,1,0,0
4.48863636973214,16,1,2,1.0,1,0,0,22,95.0,1.0,1.0,0,0,0,1,0
4.7791234931115305,0,2,2,1.0,3,0,0,44,91.0,0.0,1.0,0,0,0,1,0
5.337538079701318,0,2,5,1.0,1,1,1,4,100.0,1.0,3.0,0,0,1,0,0
4.8283137373023015,16,1,2,1.0,1,0,0,3,100.0,1.0,1.0,0,0,1,0,0
3.912023005428147,19,0,1,2.0,1,0,1,40,96.0,1.0,1.0,0,0,1,0,0
3.951243718581428,0,2,2,1.0,1,0,0,8,93.0,1.0,1.0,0,0,0,0,0
4.477336814478207,0,2,2,1.0,1,1,1,2,100.0,0.0,1.0,0,0,1,0,0
5.521460917862246,16,2,5,2.0,3,1,1,8,100.0,3.0,3.0,0,0,0,0,1
4.174387269895637,0,1,2,1.0,1,1,1,17,92.0,1.0,1.0,0,0,0,1,0
4.634728988229637,16,2,4,1.0,1,1,1,12,97.0,1.0,2.0,0,0,1,0,0
4.442651256490317,0,1,2,1.5,4,1,1,1,80.0,1.0,2.0,0,0,0,1,0
4.90527477843843,0,2,4,1.0,1,1,1,5,92.0,1.0,2.0,0,0,0,0,1
4.90527477843843,0,2,3,1.0,3,0,0,14,97.0,1.0,1.0,0,0,0,1,0
4.174387269895637,0,2,2,1.0,1,1,0,18,98.0,0.0,1.0,0,0,1,0,0
4.3694478524670215,0,2,2,1.0,1,1,1,25,90.0,0.0,1.0,0,0,0,0,0
4.8283137373023015,0,1,4,1.0,3,1,1,28,89.0,1.0,3.0,0,0,0,1,0
5.043425116919247,0,2,2,1.0,3,1,0,3,100.0,0.0,1.0,0,0,1,0,0
5.1298987149230735,19,2,4,1.0,1,1,0,6,100.0,1.0,2.0,0,0,1,0,0
4.624972813284272,0,2,2,1.0,3,1,1,17,85.0,0.0,1.0,0,0,0,1,0
3.4011973816621555,0,1,1,1.0,4,0,0,36,90.0,1.0,1.0,0,0,1,0,0
4.700480365792417,0,2,4,1.0,4,0,0,5,90.0,1.0,4.0,0,0,0,1,0
3.555348061489413,0,1,2,0.0,3,1,0,15,88.0,1.0,1.0,0,0,1,0,0
4.59511985013459,0,1,2,1.0,4,1,0,1,100.0,1.0,1.0,0,0,0,1,0
4.442651256490317,0,1,2,1.0,1,1,0,16,94.0,1.0,1.0,0,0,0,1,0
5.1929568508902095,0,1,2,1.0,1,1,1,2,90.0,1.0,1.0,0,0,1,0,0
5.66988092298052,0,2,3,1.0,3,1,0,23,99.0,1.0,1.0,0,0,0,1,0
5.926926025970412,0,2,5,1.0,3,1,0,7,100.0,2.0,2.0,0,0,0,0,1
4.442651256490317,0,1,1,1.0,3,1,1,1,100.0,1.0,1.0,0,0,0,1,0
4.060443010546419,16,1,1,1.0,3,0,0,4,100.0,1.0,1.0,0,0,0,1,0
4.442651256490317,0,2,2,1.0,3,1,1,8,100.0,0.0,1.0,0,0,0,1,0
5.075173815233828,0,2,2,1.0,1,1,0,58,98.0,1.0,1.0,0,0,0,0,0
4.700480365792417,0,1,2,1.5,4,1,0,11,94.0,1.0,1.0,0,0,0,1,0
3.951243718581428,0,1,2,1.0,3,1,1,15,92.0,1.0,1.0,0,0,0,1,0
4.709530201312334,16,1,2,1.0,3,1,0,79,98.0,1.0,1.0,0,0,1,0,0
4.691347882229144,0,2,4,1.0,1,1,0,17,85.0,1.0,2.0,0,0,1,0,0
4.007333185232471,0,0,7,1.0,1,1,0,2,100.0,1.0,2.0,0,0,1,0,0
4.74493212836325,0,2,2,1.0,1,1,0,12,93.0,0.0,1.0,0,0,0,1,0
4.174387269895637,4,2,3,1.0,1,1,0,30,95.0,1.0,1.0,0,0,1,0,0
5.6167710976665735,0,2,6,1.0,1,1,0,1,60.0,2.0,3.0,0,0,0,1,0
5.220355825078324,0,2,3,1.0,3,1,1,5,100.0,0.0,1.0,0,0,0,1,0
4.59511985013459,20,1,2,1.0,3,1,1,123,97.0,1.0,1.0,0,0,0,0,1
5.293304824724492,16,1,2,1.0,1,1,0,63,94.0,1.0,1.0,0,0,0,1,0
4.709530201312334,0,1,2,1.0,4,1,1,17,93.0,1.0,1.0,0,0,0,1,0
3.6375861597263857,0,1,2,1.0,4,0,1,2,90.0,1.0,2.0,0,0,1,0,0
3.555348061489413,0,0,1,2.0,3,0,1,4,100.0,1.0,1.0,0,0,1,0,0
4.653960350157523,0,2,2,1.0,3,1,1,13,100.0,0.0,1.0,0,0,0,1,0
3.6635616461296463,1,1,2,1.5,3,1,1,70,95.0,1.0,2.0,0,1,0,0,0
3.828641396489095,16,1,2,1.0,1,1,0,78,97.0,1.0,1.0,0,1,0,0,0
4.605170185988092,16,1,2,1.5,1,1,0,7,95.0,1.0,1.0,0,0,0,0,1
4.3694478524670215,16,1,2,1.0,4,0,1,18,94.0,1.0,1.0,0,0,1,0,0
3.688879454113936,16,1,1,1.0,1,1,1,8,80.0,1.0,1.0,0,0,0,1,0
4.912654885736052,25,2,6,1.0,3,1,0,30,99.0,1.0,3.0,0,0,0,1,0
4.4998096703302615,10,1,1,1.0,4,1,0,1,100.0,1.0,1.0,0,0,1,0,0
4.8283137373023015,0,2,4,1.0,1,1,0,54,98.0,1.0,1.0,0,1,0,0,0
4.605170185988092,16,1,2,1.0,4,1,1,27,93.0,1.0,1.0,0,0,1,0,0
4.941642422609304,0,2,2,1.0,1,0,0,52,95.0,0.0,1.0,0,0,0,0,1
4.248495242049359,0,1,2,1.0,1,1,0,42,95.0,1.0,1.0,0,0,0,1,0
4.007333185232471,16,1,2,1.5,4,1,0,5,100.0,1.0,1.0,0,0,0,1,0
5.940171252720432,16,2,6,2.0,3,1,0,17,96.0,3.0,4.0,0,0,0,0,1
4.007333185232471,0,1,2,1.0,1,1,1,12,90.0,1.0,1.0,0,0,0,1,0
3.912023005428147,16,1,3,2.0,1,0,1,31,92.0,1.0,1.0,0,0,0,1,0
4.605170185988092,0,1,3,1.0,1,1,1,27,88.0,1.0,2.0,0,0,0,1,0
3.3672958299864737,16,0,4,1.0,4,1,0,4,100.0,1.0,4.0,0,0,0,1,0
5.0369526024136295,0,2,4,1.0,3,1,0,30,92.0,2.0,3.0,0,0,0,1,0
6.396929655216146,0,2,8,2.0,1,0,1,16,86.0,3.0,5.0,0,0,0,1,0
5.703782474656202,0,2,2,1.0,3,1,1,1,100.0,1.0,1.0,0,0,0,1,0
5.703782474656202,0,2,4,1.0,1,1,0,5,96.0,2.0,4.0,0,0,0,0,1
5.598421958998375,10,2,2,1.0,1,1,0,7,100.0,1.0,2.0,0,0,0,0,0
4.442651256490317,0,2,4,1.0,1,1,1,9,87.0,0.0,2.0,0,0,1,0,0
4.59511985013459,0,2,6,1.0,1,1,0,26,82.0,2.0,4.0,0,0,1,0,0
4.3694478524670215,0,1,2,1.0,3,0,0,75,95.0,1.0,1.0,0,0,0,1,0
5.010635294096256,0,2,4,1.0,4,0,0,8,88.0,1.0,2.0,0,0,0,1,0
5.293304824724492,0,2,6,2.0,3,1,0,43,100.0,2.0,2.0,0,1,0,0,0
3.49650756146648,0,1,1,1.0,3,1,0,3,93.0,1.0,1.0,0,0,0,1,0
5.075173815233828,0,2,6,2.0,3,1,1,17,98.0,2.0,4.0,0,0,1,0,0
5.1647859739235145,0,2,2,1.0,1,0,0,128,95.0,1.0,1.0,0,0,0,0,0
4.007333185232471,16,1,1,1.0,3,1,1,60,93.0,1.0,1.0,0,0,0,1,0
4.8283137373023015,0,2,2,1.0,3,1,0,90,98.0,1.0,1.0,0,0,0,0,1
4.382026634673881,0,1,2,1.0,1,1,0,52,96.0,1.0,1.0,0,0,0,1,0
4.859812404361672,0,2,3,1.0,1,1,1,15,94.0,1.0,2.0,0,0,0,0,0
4.31748811353631,0,1,2,1.0,3,0,0,1,100.0,1.0,1.0,0,0,0,1,0
5.700443573390688,16,2,4,2.0,1,1,0,11,93.0,3.0,3.0,0,0,1,0,0
5.556828061699537,0,2,6,2.0,1,0,1,22,95.0,2.0,3.0,0,0,1,0,0
4.976733742420574,19,2,2,1.0,1,1,0,14,97.0,1.0,1.0,0,0,0,1,0
5.298317366548036,19,2,4,2.0,3,1,0,18,95.0,2.0,2.0,1,0,0,0,0
4.8283137373023015,16,1,3,1.0,3,1,0,254,95.0,0.0,1.0,0,0,0,0,1
4.248495242049359,0,1,2,1.0,1,1,0,21,93.0,1.0,1.0,0,0,0,1,0
5.666426688112433,16,2,10,3.0,3,1,1,7,97.0,5.0,5.0,0,0,1,0,0
4.74493212836325,0,1,2,1.0,1,1,0,4,95.0,1.0,1.0,0,0,0,1,0
4.90527477843843,0,2,2,1.0,3,1,0,135,93.0,0.0,1.0,0,0,0,1,0
5.272999558563747,0,2,4,1.0,3,1,0,29,99.0,2.0,2.0,0,0,1,0,0
4.442651256490317,4,2,2,1.0,3,1,0,42,91.0,0.0,1.0,0,0,1,0,0
4.59511985013459,0,2,2,1.0,3,1,0,7,91.0,1.0,1.0,0,0,1,0,0
5.988961416889862,0,2,4,1.0,1,0,0,13,93.0,2.0,2.0,0,0,0,1,0
4.007333185232471,16,1,2,1.0,3,1,0,12,93.0,1.0,1.0,0,1,0,0,0
4.394449154672439,0,1,2,1.0,1,1,0,64,91.0,1.0,1.0,0,0,0,1,0
4.07753744390572,0,1,1,1.0,3,1,0,10,90.0,1.0,1.0,0,0,0,1,0
5.1647859739235145,19,2,4,1.0,3,1,0,44,99.0,1.0,2.0,0,0,0,1,0
3.4011973816621555,16,1,1,2.0,4,1,0,2,100.0,1.0,1.0,0,1,0,0,0
5.521460917862246,0,2,8,2.0,1,1,1,54,94.0,2.0,4.0,0,0,0,0,1
5.068904202220232,0,2,4,2.0,1,1,1,36,98.0,2.0,2.0,0,0,0,1,0
5.0238805208462765,16,2,6,1.0,1,1,1,14,99.0,2.0,2.0,0,0,1,0,0
4.189654742026425,0,1,2,1.0,1,1,1,6,100.0,1.0,1.0,0,0,0,1,0
4.219507705176107,0,1,1,1.0,1,1,0,18,99.0,1.0,1.0,1,0,0,0,0
4.859812404361672,10,2,6,2.0,3,1,1,29,96.0,2.0,4.0,1,0,0,0,0
5.298317366548036,0,2,2,1.0,3,1,0,19,96.0,1.0,1.0,0,0,0,1,0
5.135798437050261,0,2,2,1.0,1,1,0,4,90.0,0.0,1.0,0,0,0,1,0
5.043425116919247,16,2,4,1.0,4,1,1,6,100.0,2.0,2.0,0,0,1,0,0
4.74493212836325,0,2,3,1.0,1,1,0,11,94.0,1.0,2.0,0,0,0,1,0
4.0943445622221,0,1,1,2.0,1,1,1,24,96.0,1.0,1.0,0,0,0,1,0
5.1929568508902095,0,2,2,1.5,4,1,0,43,92.0,1.0,1.0,0,0,0,1,0
4.23410650459726,0,1,2,1.0,4,0,0,28,96.0,1.0,1.0,0,1,0,0,0
3.80666248977032,0,1,2,1.0,3,1,0,1,100.0,1.0,1.0,0,0,0,1,0
4.859812404361672,0,2,4,1.0,1,1,0,25,89.0,1.0,2.0,0,0,0,1,0
4.7791234931115305,0,1,2,1.0,3,1,0,3,100.0,1.0,1.0,0,0,0,1,0
5.5174528964647065,0,2,3,1.0,4,0,0,51,93.0,1.0,1.0,0,0,0,1,0
5.272999558563747,0,2,8,1.0,1,1,0,13,82.0,2.0,2.0,0,0,0,1,0
4.59511985013459,16,2,4,1.0,1,1,1,30,97.0,1.0,2.0,0,0,1,0,0
5.703782474656202,0,2,6,2.0,1,1,1,32,99.0,1.0,3.0,0,0,0,1,0
3.555348061489413,16,0,4,2.0,1,1,1,19,75.0,1.0,4.0,0,0,0,1,0
4.31748811353631,0,2,2,1.0,1,1,0,7,100.0,1.0,1.0,0,0,0,1,0
5.796057750765373,10,2,3,1.0,1,1,0,3,80.0,0.0,1.0,0,0,0,1,0
4.07753744390572,16,1,3,1.0,1,0,0,10,80.0,1.0,2.0,0,0,0,1,0
3.6635616461296463,16,1,4,3.5,1,1,1,5,100.0,1.0,2.0,0,0,0,0,0
4.48863636973214,0,1,2,2.0,3,1,0,2,90.0,1.0,1.0,0,0,0,1,0
3.871201010907892,0,1,3,1.0,1,1,0,125,96.0,1.0,1.0,0,0,0,1,0
5.003946305945459,0,2,2,1.0,1,1,0,129,97.0,0.0,1.0,0,0,0,1,0
5.075173815233828,16,1,2,1.0,3,1,0,28,98.0,1.0,1.0,0,0,0,0,1
3.4657359027997265,0,1,1,1.0,1,1,0,6,100.0,0.0,1.0,0,0,1,0,0
4.442651256490317,19,1,4,1.0,1,1,0,14,94.0,1.0,1.0,1,0,0,0,0
3.4657359027997265,20,1,1,1.0,1,1,1,2,100.0,1.0,1.0,0,0,0,1,0
5.5606816310155285,19,2,3,1.0,3,1,0,3,100.0,1.0,2.0,0,0,0,1,0
6.192362489474872,16,2,5,2.0,1,1,0,43,98.0,3.0,3.0,0,0,1,0,0
4.74493212836325,0,1,3,1.0,3,1,0,24,95.0,1.0,3.0,0,0,0,1,0
4.691347882229144,0,2,2,1.0,1,1,0,74,97.0,1.0,1.0,0,0,1,0,0
4.48863636973214,25,1,1,2.5,1,1,1,79,100.0,1.0,1.0,0,0,1,0,0
3.80666248977032,1,1,2,1.0,1,1,0,6,93.0,1.0,1.0,1,0,0,0,0
4.718498871295094,16,1,5,1.5,1,1,0,318,87.0,1.0,2.0,0,0,0,0,1
3.610917912644224,16,1,1,1.0,3,1,0,9,82.0,1.0,1.0,0,0,0,1,0
4.5217885770490405,14,2,2,1.0,4,1,0,3,100.0,1.0,1.0,0,0,1,0,0
4.941642422609304,0,2,2,1.0,3,1,1,33,96.0,0.0,1.0,0,0,1,0,0
5.416100402204419,0,2,2,1.0,1,0,1,187,85.0,1.0,1.0,0,0,0,0,0
5.703782474656202,16,2,9,3.5,1,1,0,1,100.0,4.0,5.0,0,0,0,0,0
4.382026634673881,0,1,2,1.0,4,1,0,35,92.0,1.0,1.0,0,0,0,1,0
4.867534450455582,0,2,5,1.0,1,1,0,14,97.0,3.0,3.0,0,0,0,1,0
5.3706380281276624,0,2,2,1.0,1,1,0,3,87.0,1.0,1.0,0,0,0,1,0
3.5263605246161616,16,1,1,1.0,1,1,0,7,93.0,1.0,1.0,0,0,1,0,0
5.105945473900579,0,2,2,1.0,1,1,0,8,93.0,0.0,1.0,0,0,0,1,0
4.48863636973214,0,1,2,1.0,1,0,0,3,87.0,1.0,1.0,0,0,0,0,0
3.80666248977032,0,1,2,1.0,4,1,0,14,95.0,1.0,1.0,0,0,0,1,0
5.1647859739235145,0,2,6,1.0,3,1,0,23,100.0,2.0,3.0,0,0,0,1,0
5.298317366548036,0,2,2,1.0,3,1,0,1,100.0,1.0,2.0,0,0,0,1,0
3.912023005428147,0,2,2,1.0,4,1,0,1,100.0,1.0,1.0,0,0,0,1,0
4.48863636973214,0,1,2,1.0,1,1,0,11,98.0,1.0,1.0,0,0,1,0,0
4.700480365792417,19,1,2,2.0,4,1,1,5,100.0,1.0,1.0,0,0,0,1,0
